income,loan_amount,payment_delays,employment_length,age,default
50056.73,20709.11,,8.9,27,0
26966.77,17048.7,4.0,6.0,42,0
82112.96,40999.96,,4.7,24,0
60123.41,28676.11,4.0,6.6,50,1
45703.02,25088.22,2.0,3.9,59,0
91411.33,54634.29,5.0,5.1,19,0
38825.22,8765.04,1.0,5.4,28,0
10000.0,9025.6,2.0,1.1,57,0
81676.21,37133.95,8.0,8.4,40,1
57566.3,22383.51,5.0,5.4,21,0
40439.68,16488.64,2.0,6.5,54,0
30687.64,7137.53,,5.4,23,0
65323.51,18323.97,3.0,1.0,19,0
74409.05,21579.77,9.0,1.2,66,1
26998.55,18004.55,9.0,6.0,42,0
66960.21,35031.05,7.0,2.9,43,0
,29511.04,9.0,4.2,24,1
25117.42,33230.97,9.0,5.0,52,1
50115.75,22738.59,3.0,8.4,60,0
33600.42,26790.22,3.0,3.6,59,0
87210.15,30759.84,5.0,8.0,54,0
30532.48,10216.33,7.0,10.6,65,0
95266.21,45107.69,2.0,6.3,56,0
53942.34,16207.07,1.0,4.8,46,0
10000.0,25936.93,2.0,2.7,60,1
10000.0,16679.26,3.0,7.7,46,0
43741.79,29434.84,6.0,6.8,26,0
90008.79,30691.37,1.0,4.6,31,0
86918.6,36924.48,6.0,0.8,30,1
54989.39,36267.91,,1.4,32,0
27887.94,20792.74,4.0,2.9,45,0
37481.04,30850.96,9.0,7.9,24,1
56220.5,25699.35,1.0,1.0,44,0
82619.19,53791.67,,2.5,41,1
67075.99,24725.07,4.0,4.4,68,0
79048.54,28352.41,3.0,6.2,33,0
69310.24,34406.05,1.0,7.9,55,0
78166.55,34964.55,2.0,3.5,49,0
10000.0,12449.46,6.0,0.2,34,0
,20285.63,9.0,8.7,28,1
16855.62,19874.86,5.0,6.0,41,0
14004.3,32659.07,7.0,0.1,23,1
50167.11,15508.84,3.0,1.8,32,0
10000.0,22145.96,8.0,4.9,29,1
21687.01,29914.08,,6.4,67,0
47038.83,20879.32,8.0,3.4,55,1
10000.0,32305.84,5.0,3.7,63,1
35414.96,15097.5,5.0,6.3,25,0
,41238.13,9.0,2.9,20,1
13237.47,37193.87,,8.2,64,0
73888.96,49159.2,5.0,7.4,67,0
25814.79,18626.68,,5.2,65,0
58149.48,26853.37,3.0,3.1,52,1
16813.9,14886.59,2.0,5.9,34,0
63600.79,34135.62,9.0,7.1,31,0
40892.52,30147.1,,7.1,58,0
63985.91,26344.83,2.0,2.2,32,0
33644.01,33828.59,,5.8,20,1
66681.86,28062.05,9.0,3.0,52,1
75406.99,36631.16,3.0,1.8,33,0
53591.75,23348.81,4.0,4.0,34,0
,21576.88,,3.4,51,0
42989.16,13347.39,7.0,7.1,18,0
12072.06,19466.46,8.0,0.5,45,1
56087.55,35693.88,9.0,5.1,31,0
68688.9,50784.67,8.0,5.8,49,1
96988.07,22616.01,9.0,8.5,26,1
,18849.86,,6.4,55,0
20680.39,22335.29,2.0,1.5,57,0
56363.22,20050.67,5.0,0.0,46,0
46010.41,36942.49,6.0,3.0,43,0
86539.89,30023.56,3.0,3.7,47,0
28724.82,17035.63,2.0,,46,0
76342.43,28680.8,,5.9,37,0
20389.03,26608.11,6.0,7.1,66,0
46820.56,22539.11,4.0,7.1,26,0
23464.66,14415.95,,7.2,69,0
10000.0,7162.51,9.0,8.4,55,0
,26018.38,4.0,7.1,65,0
42274.63,30510.71,9.0,3.7,41,1
92785.08,25811.64,2.0,0.0,61,0
17379.45,9531.92,1.0,6.7,63,0
31828.1,24219.24,4.0,4.8,22,0
10000.0,23201.77,,6.0,37,1
84658.37,28716.06,3.0,7.1,26,0
36186.14,10644.93,,0.0,39,0
39849.0,20680.67,9.0,1.9,19,1
39567.96,17660.28,6.0,1.8,18,0
10000.0,20089.03,3.0,8.4,29,0
10000.0,3000.0,3.0,8.7,33,0
21446.53,23721.45,,3.4,64,1
68480.5,23725.21,9.0,0.0,60,1
10000.0,19155.77,4.0,7.4,42,1
66239.2,37742.88,,5.7,24,0
60292.95,13058.59,,,57,0
10000.0,28271.34,1.0,2.0,35,1
40490.84,23961.51,7.0,3.4,18,1
84915.81,30844.76,7.0,5.8,63,1
17884.36,15935.78,8.0,6.8,23,1
33440.7,36382.43,,8.9,67,0
132831.68,38053.97,2.0,3.0,69,0
59776.94,26633.58,0.0,7.3,19,0
42260.18,18145.88,6.0,12.6,61,0
35688.24,22423.57,7.0,3.3,61,1
61191.79,29101.32,1.0,9.9,41,0
70547.25,33098.39,1.0,0.3,48,0
10000.0,20759.5,1.0,7.3,20,0
10000.0,7414.51,7.0,9.0,38,0
20058.58,5011.72,4.0,9.7,44,0
45384.7,25215.74,6.0,10.1,53,0
52267.08,43478.07,3.0,0.6,46,0
10000.0,14042.83,6.0,2.7,51,1
43856.49,15224.38,2.0,2.7,44,0
47844.83,10568.97,5.0,3.2,27,0
24504.58,6381.65,4.0,10.6,57,0
33965.29,25830.38,3.0,4.9,43,0
28204.97,6640.99,3.0,3.3,19,0
63929.01,36572.14,8.0,7.7,53,0
50206.09,11041.22,8.0,5.7,41,1
15731.49,31824.45,,4.6,37,0
78651.4,45533.81,0.0,2.9,43,0
,5659.35,0.0,2.6,23,0
10000.0,3000.0,4.0,9.3,60,0
42645.48,29972.5,9.0,3.5,56,0
42493.41,30754.22,,4.0,40,1
52183.61,24630.37,6.0,2.7,59,1
14560.37,22238.06,3.0,3.4,44,0
76792.41,27429.25,1.0,2.0,58,0
101442.14,21875.0,6.0,3.7,24,1
49350.55,29615.84,,4.7,63,1
59480.31,32840.64,1.0,6.9,21,0
10000.0,10879.21,7.0,2.4,23,1
36953.3,10969.13,9.0,3.5,40,0
29120.11,20018.35,6.0,4.3,49,0
24256.86,9578.44,,9.7,41,0
30274.98,7055.0,,5.8,69,0
33268.55,22912.77,0.0,10.3,47,1
10000.0,17382.17,1.0,2.0,19,1
35381.96,29636.65,1.0,2.7,60,0
18749.56,21630.14,4.0,3.4,25,1
73650.0,53283.12,5.0,9.5,45,0
59909.89,34194.14,,5.2,26,0
,29036.45,7.0,6.9,23,0
79303.59,33242.74,,4.7,64,1
25211.63,21751.44,6.0,4.2,66,1
58093.67,16398.26,0.0,0.1,66,0
82106.59,30166.12,,4.9,20,0
23115.17,25161.34,0.0,10.7,41,0
10000.0,35725.15,5.0,4.7,55,1
29279.22,25830.88,5.0,1.6,65,1
,21254.17,4.0,7.3,47,0
21407.91,16510.58,4.0,8.9,30,0
36047.02,33157.67,9.0,6.5,50,0
26609.15,8606.72,1.0,8.3,55,0
44289.39,20643.41,9.0,10.7,42,0
18544.93,14827.32,0.0,2.1,48,0
10000.0,28915.72,8.0,4.1,53,1
36774.59,16516.17,7.0,6.1,28,0
41887.74,34479.55,3.0,2.5,36,1
83494.44,29552.14,,3.9,62,0
51987.87,24126.28,9.0,4.1,67,1
14848.55,20838.83,0.0,2.4,60,0
28049.54,18333.7,1.0,9.1,31,1
71404.78,36072.52,1.0,1.9,30,0
37285.51,8457.1,,5.2,27,0
17206.79,5382.34,0.0,0.0,63,0
52469.87,24620.58,1.0,3.5,34,0
,26258.75,3.0,0.2,27,1
64344.34,33320.84,0.0,2.9,56,0
60888.98,33351.08,0.0,7.7,42,0
15578.59,9762.67,4.0,5.1,43,0
103549.06,23343.37,5.0,6.6,58,0
46311.53,24167.34,8.0,1.6,40,1
10000.0,8387.6,0.0,5.8,28,0
61416.64,35955.59,4.0,2.0,18,1
10000.0,6624.11,9.0,1.7,28,1
81194.9,18822.93,,0.8,26,0
51711.87,34806.06,0.0,1.1,20,0
45614.54,25711.61,3.0,8.1,67,0
47460.51,23039.39,7.0,9.0,49,0
65052.33,37118.81,5.0,0.5,49,1
33045.35,8614.16,5.0,4.4,61,0
47153.25,19155.92,2.0,7.7,59,0
51001.2,32104.21,1.0,2.9,51,0
10000.0,24985.02,7.0,2.3,56,1
,28938.76,9.0,7.8,61,0
70343.08,17562.68,0.0,5.8,36,0
61022.92,35507.45,4.0,9.3,66,0
,16785.15,7.0,2.9,39,1
95343.57,25698.98,8.0,0.0,18,1
46128.38,22548.22,3.0,0.0,26,1
47161.06,10661.22,1.0,4.6,61,0
27885.5,6577.1,,4.3,26,0
10000.0,25810.58,8.0,0.0,35,1
61188.14,24709.79,4.0,3.7,68,0
31124.32,15947.66,9.0,1.5,20,1
10000.0,8532.32,0.0,6.7,25,0
45194.36,40635.11,4.0,4.3,21,0
44355.79,11793.96,,10.9,57,0
40544.97,35088.19,6.0,8.2,24,0
51520.07,21149.81,8.0,5.1,57,0
10000.0,24510.37,6.0,1.7,24,1
77214.48,38229.88,,2.0,29,1
60455.96,23564.79,6.0,4.2,60,0
84733.12,31917.08,4.0,8.0,34,0
30811.94,7613.45,3.0,5.1,37,0
60355.62,27458.37,3.0,2.0,44,0
10000.0,29500.74,6.0,3.7,57,1
22447.55,17533.92,0.0,6.2,22,0
10000.0,16194.44,7.0,5.8,68,1
55246.36,33863.46,1.0,0.0,53,0
14316.93,12864.07,,0.0,57,0
34329.27,23169.44,1.0,7.8,19,0
47331.32,38328.17,,9.2,53,0
35226.54,21678.9,3.0,9.0,59,0
,14342.63,7.0,6.1,23,0
96833.22,27262.71,7.0,7.4,39,0
50911.84,54831.91,,8.7,45,0
97103.02,40459.69,8.0,2.6,30,0
16495.88,43286.87,7.0,0.0,53,1
36179.11,24021.76,5.0,7.5,69,0
50062.44,28270.99,6.0,3.4,35,0
93424.73,36338.28,0.0,5.8,22,0
96890.99,42532.55,4.0,5.9,25,0
34427.97,8923.25,4.0,2.2,42,0
25563.25,10082.0,4.0,1.7,59,0
47289.06,33504.22,2.0,5.7,20,0
83462.06,17692.41,2.0,2.7,56,0
51526.22,15505.77,0.0,5.1,56,0
56998.88,37406.83,,0.4,62,1
83183.84,18002.64,3.0,0.6,55,1
78344.58,33334.84,6.0,5.0,65,0
79504.27,17460.13,0.0,4.8,36,0
68661.27,14732.25,1.0,7.2,48,0
90562.9,32623.59,1.0,6.6,50,0
,22028.67,5.0,8.4,61,0
117477.88,31286.39,,6.1,60,0
81810.77,17362.15,2.0,6.2,65,0
45190.75,30860.88,,6.4,33,0
83291.44,40879.81,,4.7,67,0
39576.61,31118.45,7.0,7.8,21,0
64244.77,24378.18,7.0,8.0,40,1
67759.25,34166.67,2.0,6.5,25,0
,37370.55,,4.3,32,0
36209.76,24571.2,4.0,4.4,52,0
76501.5,21084.84,9.0,6.8,32,0
36742.94,24978.84,0.0,10.1,46,0
71929.21,27235.17,4.0,3.3,49,0
49463.63,34341.39,6.0,3.1,44,0
10000.0,4689.62,0.0,5.6,64,0
27897.22,9614.05,,9.8,49,0
75443.68,48723.9,6.0,6.9,45,0
40890.49,29390.01,,6.2,32,0
,39745.98,1.0,0.0,61,0
13601.22,5570.56,1.0,6.3,27,0
70884.13,42222.38,5.0,2.8,55,0
48574.03,30638.0,4.0,0.0,31,0
42596.44,31812.92,3.0,1.9,23,0
14650.83,21515.93,0.0,1.6,56,0
56300.61,47740.34,1.0,9.9,37,0
19733.09,39364.3,7.0,0.0,63,1
30918.17,36441.1,7.0,7.3,63,1
45779.96,42767.21,,7.8,46,0
39028.24,16320.93,6.0,5.9,20,0
80833.69,28039.39,7.0,9.1,21,0
10000.0,22636.08,8.0,5.2,29,1
44648.73,47820.25,1.0,4.7,40,0
39116.64,8823.33,6.0,4.5,63,1
49744.67,16649.53,9.0,6.1,53,0
33671.76,23798.67,0.0,8.6,30,0
80716.43,19335.08,7.0,5.1,66,1
,33302.72,,3.4,29,0
53988.39,40242.83,9.0,8.1,50,1
76767.67,33453.34,9.0,5.6,63,1
51560.08,40108.68,,7.1,50,0
11923.71,29003.83,6.0,9.3,33,0
37202.47,34657.68,6.0,3.4,66,0
46276.49,16957.94,7.0,0.5,65,1
10000.0,24479.8,,11.5,45,0
28645.72,29980.74,5.0,4.3,57,1
47952.0,21441.94,6.0,12.7,61,0
110366.12,45836.76,4.0,3.8,65,0
61133.06,13226.61,,3.1,56,1
54732.17,26303.41,6.0,3.9,31,0
100718.84,43248.05,7.0,3.8,21,1
67635.44,16159.85,0.0,9.2,46,0
71866.85,28996.33,7.0,0.0,55,0
37793.13,33554.13,3.0,11.2,62,0
12035.77,15562.8,0.0,11.9,32,0
57849.43,21342.18,2.0,3.3,56,0
104665.97,26826.68,0.0,3.0,35,0
95390.96,31634.45,1.0,8.2,61,0
69735.22,28641.23,8.0,5.0,24,0
29401.86,23328.72,8.0,0.0,47,1
10000.0,40821.4,4.0,4.5,54,1
25332.58,19587.88,2.0,4.0,54,1
56531.35,19576.68,4.0,8.0,27,0
,36636.38,0.0,2.3,28,0
80061.67,23796.84,2.0,0.0,47,0
,8678.25,6.0,4.2,23,0
46137.24,10227.45,0.0,2.7,31,0
26999.34,11801.95,3.0,6.5,61,0
79738.63,16947.73,0.0,0.0,42,0
66278.33,24681.51,9.0,,41,0
25069.83,6013.97,7.0,5.6,60,0
75626.29,19567.13,4.0,,67,1
10000.0,13404.7,5.0,5.6,54,0
10000.0,21616.85,9.0,5.6,29,1
23444.9,7610.75,8.0,3.4,45,0
,3000.0,,1.2,26,1
46623.1,25951.6,8.0,4.2,51,0
,34392.33,9.0,2.8,22,1
37834.89,28712.49,,0.6,44,0
66167.47,36066.31,2.0,,33,0
28298.25,31929.0,3.0,2.2,50,0
,15622.58,,9.5,47,0
26083.05,21431.49,1.0,6.8,52,0
13388.72,12982.67,,2.8,59,0
31647.31,13095.48,,2.9,54,0
67880.52,25788.97,5.0,,24,0
10000.0,14199.8,9.0,,66,1
39809.33,28975.86,2.0,5.6,37,0
78728.55,16745.71,7.0,3.0,27,1
82151.31,17784.12,0.0,3.3,64,0
29539.23,30898.02,6.0,7.8,36,0
116396.72,38826.25,1.0,1.3,29,0
18451.74,19474.22,6.0,,23,1
43145.9,9629.18,1.0,4.9,23,0
14891.37,18243.07,4.0,4.2,29,1
,23543.52,2.0,6.3,55,0
134036.62,42845.78,5.0,0.0,59,1
105312.23,33743.7,6.0,6.8,31,0
,17588.04,,6.8,40,0
31775.29,19366.25,1.0,5.2,28,0
44962.01,37580.52,,3.5,39,0
83481.39,23647.75,,12.5,19,0
72485.19,20809.49,,4.5,23,0
52487.52,37234.43,7.0,0.0,35,1
54257.37,11851.47,8.0,3.4,39,0
81671.02,31736.65,2.0,6.7,20,0
89101.41,25561.73,8.0,3.7,34,1
10000.0,26630.53,1.0,6.1,27,1
56810.89,21065.84,0.0,0.0,60,0
67345.2,18700.27,7.0,3.1,41,0
34035.31,13290.06,8.0,0.2,42,1
88370.62,47546.34,1.0,4.1,42,0
41344.38,26863.7,,8.4,50,0
,49208.48,4.0,6.6,47,0
38949.73,20609.43,2.0,5.8,38,0
57781.24,28957.04,,9.3,65,0
57117.85,12423.57,9.0,7.6,34,1
99878.8,34137.31,8.0,6.5,53,0
72229.91,30319.14,8.0,1.9,54,1
36270.64,37887.45,0.0,8.7,23,0
41832.36,29633.06,7.0,4.9,23,0
,13634.9,,10.1,49,0
50554.92,18500.58,2.0,7.3,51,0
21663.47,7012.51,8.0,6.6,18,0
47560.05,23791.16,9.0,3.3,31,0
91042.24,37854.69,1.0,2.3,48,0
89709.5,43111.96,2.0,3.4,50,0
10000.0,17824.2,3.0,6.7,48,0
10000.0,7308.97,6.0,4.3,34,0
32206.05,14025.48,5.0,6.8,55,0
,22813.18,3.0,6.2,20,0
12098.37,28807.96,2.0,7.8,58,0
60536.27,24458.19,4.0,8.1,28,0
48863.51,30838.22,9.0,2.2,44,1
10000.0,9061.45,,6.5,62,0
85100.99,27530.81,6.0,3.4,21,1
37341.17,25177.72,7.0,,26,1
34451.67,23695.88,9.0,3.6,19,1
80496.67,35446.84,0.0,2.4,23,0
62326.38,27890.02,4.0,5.6,59,0
48727.38,30459.19,3.0,7.4,32,0
35162.36,16270.42,3.0,1.1,62,1
67088.62,50193.46,2.0,3.7,21,0
37015.62,34205.14,4.0,2.3,29,0
43148.97,27589.61,4.0,5.9,51,0
14705.13,21176.41,,5.7,66,0
84276.81,32938.58,8.0,4.8,62,1
96577.87,32903.72,3.0,7.5,32,0
56356.8,38983.71,3.0,5.4,20,0
35415.55,28380.96,7.0,8.0,48,0
78063.49,24849.78,5.0,9.7,42,0
67659.53,29687.14,,7.2,61,0
36686.91,28350.72,3.0,7.2,30,0
84534.3,35577.56,5.0,5.0,34,0
37266.29,16734.08,5.0,0.0,45,1
11416.18,9597.42,8.0,,29,1
48026.24,33220.81,5.0,8.4,36,0
82530.32,34104.64,4.0,3.7,26,0
53083.05,21910.46,,6.6,31,0
14820.96,40621.44,8.0,6.3,45,1
37906.27,29532.27,,6.4,35,0
,32064.27,3.0,6.5,36,0
58214.74,24044.31,4.0,8.9,64,0
49433.61,35087.55,8.0,3.2,19,0
46087.61,37500.53,,9.1,48,0
82396.32,25315.95,8.0,7.9,19,0
80440.03,22751.4,2.0,,21,0
10000.0,18642.95,7.0,4.7,41,0
78197.84,28766.19,3.0,8.5,32,0
65492.68,18121.59,8.0,3.6,55,1
97789.57,30340.14,1.0,1.2,32,0
47926.06,18208.84,8.0,,25,0
84056.98,26724.1,,10.0,21,0
64067.99,36085.54,8.0,8.0,48,0
16583.07,26000.82,7.0,5.7,26,1
,57800.73,6.0,2.3,41,0
74282.64,15856.53,5.0,0.4,55,1
30502.21,28386.48,1.0,8.7,22,0
58685.36,38412.87,,4.4,66,0
113232.62,25385.13,9.0,0.6,62,1
35508.83,8101.77,8.0,6.5,58,0
,20377.67,3.0,1.2,18,0
17153.6,7965.27,3.0,8.1,39,0
32890.73,17433.31,6.0,5.9,46,0
74316.9,42171.3,6.0,8.8,69,0
57700.44,12540.09,9.0,5.4,62,0
43962.87,19974.93,3.0,6.1,68,0
101074.9,34189.36,9.0,4.7,40,0
22345.62,31329.63,0.0,5.1,59,1
45620.62,26246.72,,7.7,55,0
64753.18,31549.69,,11.1,42,0
23854.77,24224.19,2.0,3.4,67,0
65276.91,21762.06,6.0,5.8,51,1
82240.26,32137.92,3.0,9.6,38,0
46561.94,27874.3,0.0,2.2,39,0
29442.22,17207.54,,6.4,44,0
40626.8,13912.51,,0.8,54,0
10000.0,20667.28,4.0,5.9,49,0
80183.71,26400.61,2.0,3.6,23,0
57937.71,36130.03,3.0,0.0,39,0
,9941.44,8.0,6.3,67,1
10000.0,23927.65,7.0,6.7,40,1
,34346.35,,2.0,69,1
36872.1,27676.18,1.0,13.1,51,1
66957.3,16280.29,,3.2,61,0
49658.2,17695.61,3.0,2.6,66,0
10000.0,28484.46,,3.0,49,1
88056.29,42765.01,8.0,5.5,46,1
82357.51,53763.8,3.0,3.4,54,0
72921.01,30718.21,,0.0,34,0
59445.42,28320.61,4.0,12.0,46,0
14075.64,23301.99,,3.8,53,1
76068.92,32142.09,4.0,7.8,54,0
116149.97,36534.23,7.0,13.1,20,0
53484.07,32006.56,,3.5,63,1
54070.65,20461.24,2.0,5.0,35,0
16944.82,29987.34,,3.0,44,0
10000.0,3231.64,2.0,8.1,62,0
39226.53,21316.68,9.0,,39,0
94450.05,19890.01,8.0,3.1,62,1
90312.76,35856.47,5.0,5.7,69,0
48037.75,30241.06,,6.5,68,0
62903.88,33781.7,,4.0,46,0
13449.15,7107.29,8.0,3.6,24,0
53336.79,31813.1,0.0,1.5,50,0
34267.07,17395.77,1.0,8.1,31,0
51640.13,19454.64,1.0,,57,0
41760.4,11679.99,0.0,4.0,27,0
41224.82,9822.65,5.0,10.1,25,0
79891.97,35461.12,2.0,7.6,32,0
108917.68,32953.49,,2.1,39,0
44916.33,20245.3,0.0,0.8,51,0
,31499.82,,7.6,65,0
12753.07,18471.74,7.0,5.9,65,0
47232.84,13668.75,,4.8,46,0
11114.19,17968.0,2.0,6.2,53,0
40629.08,18225.07,7.0,5.7,48,0
71470.97,46130.79,5.0,0.0,50,1
83559.02,37517.22,3.0,4.3,48,0
26644.24,21594.63,9.0,4.6,58,1
63742.0,13748.4,9.0,0.0,26,1
86899.83,18379.97,,0.0,24,0
82631.83,17526.37,4.0,3.9,30,0
57768.71,48161.9,4.0,0.5,62,1
32324.47,30948.3,,0.0,53,0
29334.93,19614.17,4.0,8.6,43,0
24720.5,29705.36,3.0,13.2,27,0
49051.66,29953.34,,3.5,18,0
25305.34,34433.6,6.0,0.0,59,1
70341.18,25835.69,4.0,4.0,69,0
56850.1,29347.38,3.0,5.5,27,0
55490.51,24835.27,1.0,3.7,66,0
10000.0,24161.47,4.0,5.9,22,1
50833.4,28077.33,2.0,7.4,37,0
36226.45,19189.47,7.0,0.0,33,1
114992.53,44601.33,7.0,9.5,44,0
11601.57,21718.43,,5.2,63,0
43837.26,27761.74,6.0,9.5,34,0
61492.96,27910.28,5.0,2.9,57,0
20818.62,5363.21,,1.6,28,0
107847.58,40014.98,3.0,1.2,64,0
108463.64,22692.73,,6.3,51,0
24247.47,8903.78,6.0,2.6,68,1
32245.75,34701.66,6.0,5.1,23,1
114404.39,27050.18,9.0,7.1,46,0
91858.12,37892.53,9.0,9.4,28,1
38919.6,38114.14,8.0,,22,0
62943.07,30808.34,,6.1,37,0
10000.0,20187.82,3.0,2.5,19,1
115902.15,27253.95,3.0,8.0,53,0
52185.85,39280.9,6.0,6.9,58,0
67567.59,27587.62,8.0,4.1,59,0
21948.62,23343.38,2.0,5.3,34,0
15917.28,21403.29,6.0,4.3,59,1
63532.74,19980.82,9.0,3.5,36,1
107488.97,46046.32,,0.4,43,0
33785.65,34604.3,1.0,4.1,59,0
20626.91,32809.95,8.0,5.3,62,1
59153.93,12830.79,6.0,5.8,49,0
99115.79,33685.37,6.0,,68,0
30842.33,12381.56,6.0,10.4,66,0
42503.21,34357.76,3.0,7.5,42,0
75113.73,41303.19,1.0,8.0,68,0
78332.46,42930.8,3.0,3.6,58,0
41466.69,19027.88,,7.2,47,0
82899.39,44526.6,5.0,6.9,52,0
65863.05,33859.47,6.0,5.8,18,1
50485.73,23826.17,8.0,8.9,35,0
77073.69,44303.57,,4.6,64,0
72938.14,37374.67,2.0,8.5,63,0
18589.62,4717.92,1.0,5.1,20,0
,19901.07,5.0,0.6,18,1
60361.98,20514.75,9.0,,24,1
91268.41,35495.39,8.0,7.8,65,0
51553.81,41265.59,3.0,5.0,47,0
57429.18,40535.55,9.0,3.9,52,1
61966.6,25228.54,,3.8,57,1
66405.49,28417.24,7.0,,33,0
95845.98,20988.41,7.0,6.5,37,1
63993.24,38154.21,4.0,3.6,49,0
49160.32,28603.32,3.0,5.0,22,0
80285.99,29423.88,7.0,2.2,65,1
62912.57,22631.2,6.0,5.1,24,0
138665.99,48975.81,8.0,,63,0
58742.54,32050.47,7.0,0.0,41,1
87129.93,36504.12,9.0,0.0,62,1
76462.46,53767.2,9.0,5.8,50,0
10000.0,24460.44,3.0,8.5,61,0
27896.35,20591.75,6.0,7.9,34,1
36817.27,36844.11,,4.9,36,0
10000.0,3000.0,1.0,4.2,22,0
38142.29,34048.84,3.0,7.3,23,0
10000.0,20681.55,3.0,8.2,21,0
,20479.79,7.0,0.7,26,0
57247.47,26132.15,2.0,6.3,37,1
107581.94,37689.99,5.0,4.1,47,1
10000.0,13155.23,3.0,3.7,46,0
13535.47,16659.48,8.0,0.9,62,1
34017.82,7803.56,6.0,3.5,61,0
45584.7,22035.38,2.0,4.3,29,0
10000.0,15767.98,6.0,4.8,52,1
29027.45,22435.32,,6.0,42,1
26256.48,15723.21,7.0,7.5,39,0
59550.88,39114.43,2.0,4.7,40,0
62768.86,28033.19,,6.9,19,0
45417.17,28341.11,2.0,2.5,61,0
38667.06,17551.37,7.0,2.8,67,1
28708.99,20290.39,,9.8,67,0
51547.34,30293.16,0.0,,58,0
20717.43,30849.46,0.0,9.3,67,0
96417.14,43359.73,7.0,5.7,48,0
10000.0,9085.17,3.0,5.4,41,0
30310.89,21155.94,3.0,8.6,33,0
76046.04,35114.65,1.0,5.8,54,0
38040.88,11171.31,,1.5,61,1
70159.2,19694.09,7.0,3.5,69,0
101515.82,34413.47,3.0,0.8,59,1
74993.09,22440.04,2.0,1.4,32,0
13939.25,42062.85,2.0,7.6,43,0
15373.15,12029.38,6.0,4.1,60,1
44377.99,33165.97,9.0,,22,1
63291.43,34388.64,,4.1,24,0
86184.07,37141.62,2.0,3.9,65,0
26450.4,9805.71,5.0,8.8,21,0
35452.88,24102.84,,8.5,30,0
42480.5,51727.92,7.0,4.7,67,1
41878.53,26504.66,1.0,,64,0
94869.36,33125.17,5.0,8.2,18,1
46878.59,20091.96,8.0,3.7,18,1
54591.59,17279.31,6.0,7.0,57,0
77344.5,35926.69,5.0,,21,1
97732.64,42823.57,9.0,0.0,67,1
48944.12,36867.3,,7.5,47,0
87775.74,23544.34,9.0,8.5,41,0
104833.12,36173.16,7.0,6.7,36,0
46689.81,30937.96,,5.8,32,0
,7618.17,5.0,,52,0
115612.02,43312.78,2.0,1.8,63,0
83632.46,17726.49,7.0,10.4,27,0
50374.72,15216.37,9.0,1.3,61,0
69498.85,34042.18,3.0,3.4,49,0
18650.71,7446.66,8.0,1.2,24,1
83282.56,20759.57,8.0,3.5,18,0
,37718.08,9.0,0.0,41,1
82119.26,17423.85,5.0,6.4,25,0
28348.67,34512.06,7.0,3.8,63,0
10000.0,22966.72,9.0,0.8,20,1
10000.0,24665.45,1.0,4.9,59,0
35715.42,43877.72,3.0,4.9,59,0
71333.41,26138.92,3.0,3.7,69,1
10000.0,29495.87,,7.1,55,1
12932.82,3586.56,3.0,7.7,34,0
35173.39,35398.41,2.0,12.1,54,0
74226.59,27103.8,7.0,5.3,69,1
77975.88,31517.46,6.0,4.3,38,1
54196.11,22533.38,0.0,7.7,68,0
79501.09,28575.65,,2.0,51,0
70628.32,15125.66,6.0,2.5,45,1
37490.38,35094.54,,2.9,41,1
77285.36,31160.44,4.0,5.0,27,0
11474.68,3294.94,3.0,1.6,65,0
64594.59,32898.39,9.0,9.5,61,1
15019.57,5513.4,,5.9,51,0
54284.02,39196.15,8.0,3.7,65,0
86557.03,40899.98,8.0,5.6,39,1
56395.95,12279.19,0.0,0.0,39,0
49622.67,28985.57,1.0,,59,0
56780.93,16050.32,0.0,4.1,42,0
69899.28,32588.89,,4.5,48,0
114020.06,43013.37,6.0,5.5,49,1
,30244.94,,7.5,22,0
34924.59,31099.2,4.0,7.6,40,0
43740.41,51667.2,,6.2,37,0
22966.2,24015.35,1.0,2.2,44,0
12822.86,36214.06,9.0,7.1,55,1
10000.0,27470.41,4.0,4.8,64,1
36151.94,31015.5,8.0,1.8,21,1
10000.0,19287.54,6.0,6.1,31,1
52911.6,22049.31,4.0,4.1,53,1
34715.76,26704.93,4.0,2.7,64,0
17434.35,27433.57,4.0,0.6,45,1
10000.0,4921.13,2.0,7.8,51,0
39519.84,16251.68,9.0,0.0,33,1
10000.0,13772.0,9.0,6.6,39,0
71184.86,35561.58,5.0,5.9,54,0
57646.93,42755.63,,5.2,21,1
43196.05,15487.67,4.0,2.4,60,0
93522.42,27658.89,5.0,,37,0
50294.8,14718.94,4.0,1.8,26,0
,19922.6,,3.5,44,0
70623.93,27640.5,5.0,6.3,45,0
34493.53,28049.41,4.0,5.1,66,0
34661.28,22888.24,,0.0,37,1
51243.41,25141.97,4.0,6.9,62,0
10000.0,30483.91,4.0,5.4,24,1
103559.42,34016.21,,6.4,30,0
54823.34,25603.62,0.0,4.0,59,0
43971.75,26563.24,4.0,5.4,33,1
112565.81,38360.48,8.0,4.1,31,0
16955.22,18051.5,0.0,7.0,69,0
96084.52,26340.15,,0.7,37,0
74398.81,18499.23,2.0,11.4,36,0
83510.88,35697.34,1.0,4.7,60,0
44733.5,16960.33,0.0,0.0,44,0
51675.96,19136.12,5.0,5.1,49,0
39701.2,16524.39,6.0,11.0,44,0
79890.27,38168.07,5.0,5.2,27,0
